名称,区镇,地址,单价,建筑类型,房屋总数,楼栋总数,交易权属,建成年代,物业费,物业公司,开发商
开开大楼,普陀长风,怒江北路219弄,62337,塔楼,242户,1栋,商品房/使用权,1996-2001年 ,1.2元/平米/月,上海巨星物业有限公司,上海开开实业股份有限公司
申汉小区,普陀长风,"中江路839号,金沙江路1060号,金沙江路1066弄",59145,塔楼/板楼,541户,8栋,商品房,1997年 ,0.9至1.8元/平米/月,申汉物业,申汉房地产开发公司
国浩长风汇都,普陀长风,泸定路568弄,91553,板楼,664户,14栋,商品房/使用权,2017年 ,5.3至5.8元/平米/月,上海古北物业管理有限公司,上海新浩嘉房地产开发有限公司
华师大一村,普陀长风,中山北路3671弄,77328,塔楼/板楼,1815户,244栋,商品房/售后公房/动迁安置房/使用权,1932-1994年 ,0.8至1元/平米/月,暂无信息,大华集团上海华宜置业有限公司
中星海上名庭(一期),普陀长风,梅岭北路1258弄,92092,板楼,887户,60栋,商品房/动迁安置房,2002-2003年 ,1.65元/平米/月,上海中星集团申城物业有限公司,上海中星（集团）有限公司
芝巷公寓,普陀长风,"大渡河路1262弄1号-7号, 大渡河路1262弄7号甲, 大渡河路1262弄20-22号, 大渡河路1262弄28号",67162,板楼,182户,8栋,商品房/使用权,1995-2000年 ,1.1元/平米/月,上海明旺房地产有限公司,上海明智房地产有限公司
风华水岸,普陀长风,枣阳路891弄,79987,板楼,678户,20栋,商品房/售后公房,2005-2008年 ,1.6至1.9元/平米/月,上海天馨物业管理服务有限公司,上海冠龙房地产有限公司
中天SOHO,普陀长风,怒江北路302弄,0,板楼,85户,3栋,商品房,2013年 ,6元/平米/月,上海新曹杨集团物业管理有限公司,上海中天置业发展有限公司
上钞桂花苑,普陀长风,梅川路999弄50-77号,67864,板楼,370户,25栋,商品房/使用权,1997-1998年 ,0.65至0.8元/平米/月,上海安馨物业管理有限公司,暂无信息
光复西路2185弄,普陀长风,光复西路2185弄,48555,板楼,144户,8栋,商品房/售后公房/使用权,1989年 ,暂无信息,暂无信息,暂无信息
怒江新村,普陀长风,怒江路600弄,61095,板楼,486户,14栋,商品房/使用权,1986-1990年 ,0.45至0.8元/平米/月,上海西部物业有限公司,暂无信息
光复西路2213弄,普陀长风,光复西路2213弄,53599,板楼,102户,12栋,商品房/使用权,1989年 ,暂无信息,暂无信息,暂无信息
安居朝阳园,普陀长风,怒江北路458弄,84560,板楼,428户,36栋,商品房,2000年 ,0.6至0.8元/平米/月,上海安馨物业管理有限公司,上海安居房产开发有限责任公司
邮电三村,普陀长风,大渡河路1332弄3-25号,70780,板楼,324户,15栋,商品房/使用权,1994-1998年 ,0.6元/平米/月,暂无信息,西部集团
华师大二村,普陀长风,师大二村,77891,板楼,2298户,197栋,商品房/售后公房/使用权,1957-1988年 ,0.8至8元/平米/月,暂无信息,暂无信息
怒江南苑,普陀长风,怒江路651弄,80056,板楼,152户,13栋,商品房,1999年 ,1.5元/平米/月,上海中星集团申城物业有限公司,上海安居房产开发有限责任公司
长风一村小区,普陀长风,长风一村,58259,板楼,1207户,49栋,商品房/售后公房/使用权,1980-1982年 ,0.5至1.2元/平米/月,大华物业,政府安置房
中江小区,普陀长风,中江路650弄,69888,板楼,714户,48栋,商品房,1999年 ,0.5至0.87元/平米/月,上海菱建物业管理有限公司,上海梅都房地产开发有限公司
梅岭新村,普陀长风,"梅岭北路1168弄, 梅岭北路1168弄1-67号",69398,板楼,392户,29栋,商品房/使用权/私产,1994-1997年 ,0.25元/平米/月,无,上海中星（集团）有限公司
北巷小区,普陀长风,"中江路1067弄单号, 中江路1067弄",68320,板楼,1420户,97栋,商品房/售后公房/使用权,1996-2000年 ,0.58至0.8元/平米/月,上海安馨物业管理有限公司,上海华运房地产开发有限公司
梅川馨苑,普陀长风,梅川路278弄,66291,板楼,430户,35栋,商品房/使用权,1996-1998年 ,0.6元/平米/月,上海安馨物业管理有限公司,上海金明房地产普陀投资有限公司
汇银铭尊,普陀长风,"云岭东路599弄, 云岭东路609号",0,塔楼/板楼,573户,7栋,商品房/使用权/私产,2005-2011年 ,11元/平米/月,上海华易豪房地产发展有限公司,上海华易豪房地产发展有限公司
开开公寓,普陀长风,大渡河路1332弄1-2号,64553,塔楼,408户,2栋,商品房/使用权,1997年 ,0.85元/平米/月,上海巨星物业有限公司,上海开隆房地产公司
北岸长风,普陀长风,"中江路106号,大渡河路168弄",0,塔板结合,639户,8栋,商品房/使用权/私产,2007-2009年 ,11至20元/平米/月,第一太平戴维斯,上海天鸿房地产开发有限公司
文沁苑,普陀长风,光复西路2297弄,81027,板楼,88户,8栋,商品房,1999年 ,1.5元/平米/月,暂无信息,暂无信息
怒江苑,普陀长风,"梅川路255弄,怒江路658弄",71990,板楼,823户,69栋,商品房/使用权,1998-2002年 ,0.59元/平米/月,暂无信息,上海汽车工业房地产开发有限公司
梅川四街坊,普陀长风,武宁路2525弄,66524,板楼,1134户,86栋,商品房/使用权,1993-1996年 ,0.8元/平米/月,上房物业管理有限公司,暂无信息
宋家滩小区,普陀长风,"大渡河路21弄,大渡河路95弄,光复西路2369弄",63049,板楼,1108户,48栋,商品房/售后公房/动迁安置房/使用权,1982-1990年 ,0.4元/平米/月,北京华泰物业管理有限责任公司,上海普房地产开发有限公司
沁和园,普陀长风,丹巴路368弄,125347,板楼/平房,407户,26栋,商品房,2018-2020年 ,8至10.3元/平米/月,狮城怡安（上海）物业管理有限公司,新加坡TGR集团
长风瑞仕璟庭,普陀长风,丹巴路500弄,121182,板楼,416户,10栋,商品房,2020-2021年 ,6.5至6.8元/平米/月,上海申能物业管理有限公司,上海丰鑫置业有限公司
梅川二街坊,普陀长风,"梅川路850弄,梅岭北路1251弄",69770,板楼,1058户,59栋,商品房/动迁安置房/使用权,1994-2000年 ,0.5元/平米/月,申城物业,上海中星（集团）有限公司
星风花苑,普陀长风,怒江路30弄,67983,塔楼/板楼,1096户,27栋,商品房/售后公房/动迁安置房/使用权,1980-1998年 ,0.55至0.8元/平米/月,上海中星集团申城物业有限公司,无
长风二村长风馨苑,普陀长风,长风二村,62051,塔楼/板楼,1987户,58栋,商品房/售后公房/使用权,1983-1993年 ,0.5元/平米/月,上海长风物业有限公司,上海市政
梅六小区,普陀长风,"丹巴路1500弄,梅川路916弄",65853,板楼,1649户,129栋,商品房/动迁安置房/使用权,1993-1996年 ,0.8元/平米/月,上海能宝物业有限责任公司,安居地产
上钞苑,普陀长风,梅川路1111弄,74752,板楼,700户,60栋,商品房/使用权,1999-2001年 ,0.85元/平米/月,上海盛苑物业管理有限公司,上钞集团
中星海上名庭（三期）,普陀长风,梅川路888弄,99533,板楼,552户,31栋,商品房,2007年 ,1.65元/平米/月,上海中星集团申城物业有限公司,上海中星集团申城物业有限公司
金玉苑（二期）,普陀长风,梅川路999弄,72862,板楼,426户,35栋,商品房/使用权,2000-2001年 ,0.52至0.85元/平米/月,上海西部物业有限公司,上海金明房地产普陀投资有限公司
梅北小区,普陀长风,梅岭北路1001弄,61394,板楼,360户,13栋,商品房/使用权,1993年 ,0.8元/平米/月,上海申达物业发展公司,上海东上海联合置业有限公司
桂巷新村,普陀长风,桂巷新村,62753,塔楼/板楼,3026户,78栋,商品房/售后公房/使用权,1982-1989年 ,0.8至1.3元/平米/月,上海曹杨物业有限公司,上海市普陀区城市建设投资有限公司
怒江南苑,普陀长风,怒江路651弄,80056,板楼,152户,13栋,商品房,1999年 ,1.5元/平米/月,上海中星集团申城物业有限公司,上海安居房产开发有限责任公司
中江小区,普陀长风,中江路650弄,69888,板楼,714户,48栋,商品房,1999年 ,0.5至0.87元/平米/月,上海菱建物业管理有限公司,上海梅都房地产开发有限公司
长风一村小区,普陀长风,长风一村,58259,板楼,1207户,49栋,商品房/售后公房/使用权,1980-1982年 ,0.5至1.2元/平米/月,大华物业,政府安置房
文沁苑,普陀长风,光复西路2297弄,81027,板楼,88户,8栋,商品房,1999年 ,1.5元/平米/月,暂无信息,暂无信息
光复西路2213弄,普陀长风,光复西路2213弄,53599,板楼,102户,12栋,商品房/使用权,1989年 ,暂无信息,暂无信息,暂无信息
怒江新村,普陀长风,怒江路600弄,61095,板楼,486户,14栋,商品房/使用权,1986-1990年 ,0.45至0.8元/平米/月,上海西部物业有限公司,暂无信息
光复西路2185弄,普陀长风,光复西路2185弄,48555,板楼,144户,8栋,商品房/售后公房/使用权,1989年 ,暂无信息,暂无信息,暂无信息
梅岭新村,普陀长风,"梅岭北路1168弄, 梅岭北路1168弄1-67号",69398,板楼,392户,29栋,商品房/使用权/私产,1994-1997年 ,0.25元/平米/月,无,上海中星（集团）有限公司
中天SOHO,普陀长风,怒江北路302弄,0,板楼,85户,3栋,商品房,2013年 ,6元/平米/月,上海新曹杨集团物业管理有限公司,上海中天置业发展有限公司
上钞桂花苑,普陀长风,梅川路999弄50-77号,67864,板楼,370户,25栋,商品房/使用权,1997-1998年 ,0.65至0.8元/平米/月,上海安馨物业管理有限公司,暂无信息
海运花苑,普陀长风,大渡河路537弄,65891,板楼,146户,10栋,商品房,1997年 ,0.8元/平米/月,上海海运物业管理公司,海运集团
华师大二村,普陀长风,师大二村,77891,板楼,2298户,197栋,商品房/售后公房/使用权,1957-1988年 ,0.8至8元/平米/月,暂无信息,暂无信息
北巷小区,普陀长风,"中江路1067弄单号, 中江路1067弄",68320,板楼,1420户,97栋,商品房/售后公房/使用权,1996-2000年 ,0.58至0.8元/平米/月,上海安馨物业管理有限公司,上海华运房地产开发有限公司
梅川馨苑,普陀长风,梅川路278弄,66291,板楼,430户,35栋,商品房/使用权,1996-1998年 ,0.6元/平米/月,上海安馨物业管理有限公司,上海金明房地产普陀投资有限公司
邮电三村,普陀长风,大渡河路1332弄3-25号,70780,板楼,324户,15栋,商品房/使用权,1994-1998年 ,0.6元/平米/月,暂无信息,西部集团
安居朝阳园,普陀长风,怒江北路458弄,84560,板楼,428户,36栋,商品房,2000年 ,0.6至0.8元/平米/月,上海安馨物业管理有限公司,上海安居房产开发有限责任公司
浙铁绿城长风中心,普陀长风,"同普路299弄, 中江路499弄, 泸定路276弄7号",0,板楼,458户,15栋,商品房/使用权,2015年 ,4.8元/平米/月,暂无信息,暂无信息
怒江苑,普陀长风,"梅川路255弄,怒江路658弄",71990,板楼,823户,69栋,商品房/使用权,1998-2002年 ,0.59元/平米/月,暂无信息,上海汽车工业房地产开发有限公司
书香名第,普陀长风,光复西路2077弄,63634,板楼,896户,62栋,商品房/动迁安置房/使用权,1997-2005年 ,0.8至1.2元/平米/月,上海黎金物业管理有限公司,上海科昌房地产经营公司
中星海上名庭(一期),普陀长风,梅岭北路1258弄,92092,板楼,887户,60栋,商品房/动迁安置房,2002-2003年 ,1.65元/平米/月,上海中星集团申城物业有限公司,上海中星（集团）有限公司
金沙江路117弄91支弄,普陀长风,金沙江路117弄91支弄,74296,板楼,38户,4栋,商品房/使用权,1997年 ,0.6元/平米/月,上海长风物业有限公司,上海裕恒房地产开发有限公司
伸大厦,普陀长风,中山北路3553号,0,未知类型,1188户,1栋,商品房,2009年 ,10元/平米/月,暂无信息,暂无信息
朗诗藏峰,普陀长风,云岭东路599弄16号,0,板楼,166户,1栋,商品房/售后公房,2011年 ,18元/平米/月,朗诗物业,上海昆宏实业有限公司
金阳怡景,普陀长风,枣阳路297弄,85152,板楼,260户,9栋,商品房/使用权,2002年 ,1.5元/平米/月,上海中宁物业管理中心,上海申廓房地产开发有限公司
金玉苑（一期）,普陀长风,梅川路947弄,78207,板楼,430户,33栋,商品房/使用权,1999年 ,0.52至0.85元/平米/月,上海西部物业有限公司,上海金明房地产开发有限公司
怒江小区,普陀长风,怒江路601弄,60960,板楼,433户,17栋,商品房/售后公房/使用权,1988-1989年 ,0.6元/平米/月,无,暂无信息
金沙江小区,普陀长风,金沙江路65弄,73606,塔楼/板楼,609户,42栋,商品房/售后公房/使用权,1997-2001年 ,0.8至1.75元/平米/月,遵义物业,上海裕恒房地产开发有限公司
国浩长风汇都,普陀长风,泸定路568弄,91553,板楼,664户,14栋,商品房/使用权,2017年 ,5.3至5.8元/平米/月,上海古北物业管理有限公司,上海新浩嘉房地产开发有限公司
长风二村风荷园,普陀长风,长风二村,69347,板楼,1921户,80栋,商品房/售后公房/使用权,1982-1983年 ,0.5至0.8元/平米/月,上海长风物业有限公司,市政开发公司
海鑫公寓,普陀长风,中山北路3751弄,61104,塔楼/板楼,1044户,10栋,商品房,1996-1998年 ,1.2元/平米/月,上海苑鑫物业管理有限公司,苑鑫开发有限公司
怒江新苑,普陀长风,怒江路651弄1-26号,65646,板楼,272户,23栋,商品房,1997年 ,1元/平米/月,上海中星集团申城物业有限公司,上海汽车工业房地产开发有限公司
长风嘉庭国际,普陀长风,"云岭东路391弄3号, 泸定路46弄4号",0,板楼,118户,6栋,商品房/使用权,2015年 ,7元/平米/月,上海东渡物业管理有限公司, 上海解放文化传播有限公司
上钞银杏苑,普陀长风,中江路1067弄2-54双号,75817,板楼,241户,18栋,商品房/售后公房/使用权,1996-1997年 ,0.5至0.8元/平米/月,上海安馨物业管理有限公司,上钞集团
芝巷小区,普陀长风,"中江路1070弄,大渡河路1262弄,梅川路799弄",71124,板楼/平房,2372户,155栋,商品房/使用权,1990-1998年 ,0.5至1.1元/平米/月,上海明芝巷业管理有限公司,上海明智房地产有限公司
开开大楼,普陀长风,怒江北路219弄,62337,塔楼,242户,1栋,商品房/使用权,1996-2001年 ,1.2元/平米/月,上海巨星物业有限公司,上海开开实业股份有限公司
申汉小区,普陀长风,"中江路839号,金沙江路1060号,金沙江路1066弄",59145,塔楼/板楼,541户,8栋,商品房,1997年 ,0.9至1.8元/平米/月,申汉物业,申汉房地产开发公司
爱建新村,普陀长风,杨柳青路735弄,59656,塔楼/板楼/塔板结合,807户,30栋,商品房/售后公房/使用权,1987-1997年 ,0.8元/平米/月,和记物业服务(上海)有限公司,上海海墅置业有限公司
芝巷公寓,普陀长风,"大渡河路1262弄1号-7号, 大渡河路1262弄7号甲, 大渡河路1262弄20-22号, 大渡河路1262弄28号",67162,板楼,182户,8栋,商品房/使用权,1995-2000年 ,1.1元/平米/月,上海明旺物业管理有限公司,上海明智房地产有限公司
风华水岸,普陀长风,枣阳路891弄,79987,板楼,678户,20栋,商品房/售后公房,2005-2008年 ,1.6至1.9元/平米/月,上海天馨物业管理服务有限公司,上海冠龙房地产有限公司
光复西路2163弄,普陀长风,光复西路2163弄,60173,板楼,168户,8栋,商品房/使用权,1986年 ,暂无信息,土桥物业,暂无信息
中星海上名庭（三期）,普陀长风,梅川路888弄,99533,板楼,552户,31栋,商品房,2007年 ,1.65元/平米/月,上海中星集团申城物业有限公司,上海中星集团申城物业有限公司
金玉苑（二期）,普陀长风,梅川路999弄,72862,板楼,426户,35栋,商品房/使用权,2000-2001年 ,0.52至0.85元/平米/月,上海西部物业有限公司,上海金明房地产普陀投资有限公司
沁和园,普陀长风,丹巴路368弄,125347,板楼/平房,407户,26栋,商品房,2018-2020年 ,8至10.3元/平米/月,狮城怡安（上海）物业管理有限公司,新加坡TGR集团
长风瑞仕璟庭,普陀长风,丹巴路500弄,121182,板楼,416户,10栋,商品房,2020-2021年 ,6.5至6.8元/平米/月,上海申能物业管理有限公司,上海丰鑫置业有限公司
梅川二街坊,普陀长风,"梅川路850弄,梅岭北路1251弄",69770,板楼,1058户,59栋,商品房/动迁安置房/使用权,1994-2000年 ,0.5元/平米/月,申城物业,上海中星（集团）有限公司
梅六小区,普陀长风,"丹巴路1500弄,梅川路916弄",65853,板楼,1649户,129栋,商品房/动迁安置房/使用权,1993-1996年 ,0.8元/平米/月,上海能宝物业有限责任公司,安居地产
